시도명,시군구명,상호명,상권업종중분류명,상권업종소분류코드,상권업종소분류명,행정동명,경도,위도,지역
광주광역시,서구,메가MGC커피,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.873649643006,35.1410908347309,서구 화정동
광주광역시,서구,컴포즈커피,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.881171213857,35.1407458764687,서구 화정동
광주광역시,서구,메가엠지씨커피광주,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.866004239775,35.1210808162299,서구 화정동
광주광역시,서구,룩스커피,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.868789098206,35.1219992153264,서구 화정동
광주광역시,서구,매머드익스프레스광주화정,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.886380103627,35.142614664058,서구 화정동
광주광역시,서구,이디야커피,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.865945793452,35.1205484493516,서구 화정동
광주광역시,서구,파운데이,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.879412345373,35.1257575438507,서구 화정동
광주광역시,서구,청자-화정2,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.881759269978,35.1418780403386,서구 화정동
광주광역시,서구,커피캣,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.881352940549,35.1274610712676,서구 화정동
광주광역시,서구,카페,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.873101612264,35.1450248026752,서구 화정동
광주광역시,서구,하라커피,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.879472133537,35.1253975403658,서구 화정동
광주광역시,서구,아이키친,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.874860508564,35.1336385873451,서구 화정동
광주광역시,서구,뺑오블랙,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.879706671093,35.1266977109726,서구 화정동
광주광역시,서구,괜찮다Coffee&Hope,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.863432100039,35.1222285305974,서구 화정동
광주광역시,서구,포케동,커피점/카페,Q12A01,커피전문점/카페/다방,화정3동,126.875661699333,35.1432007401785,서구 화정동
광주광역시,서구,텐퍼센트화정,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.871484034257,35.1453432614143,서구 화정동
광주광역시,서구,타임,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.866855298807,35.1245861677608,서구 화정동
광주광역시,서구,컾컾,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.866239262355,35.1444920667726,서구 화정동
광주광역시,서구,와샐,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.878045101305,35.1502446399834,서구 화정동
광주광역시,서구,씨아이씨,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.880103888669,35.1209234658779,서구 화정동
광주광역시,서구,재은,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.868783252543,35.1248024831583,서구 화정동
광주광역시,서구,드로우스페이스,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.879738743181,35.1483854256072,서구 화정동
광주광역시,서구,푸욱카페,커피점/카페,Q12A01,커피전문점/카페/다방,화정3동,126.879307499354,35.1430181806926,서구 화정동
광주광역시,서구,러브쿠키,커피점/카페,Q12A01,커피전문점/카페/다방,화정3동,126.873752983456,35.1471310906702,서구 화정동
광주광역시,서구,해브어나이스도넛,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.872960513148,35.1409311913049,서구 화정동
광주광역시,서구,로즈브릭,커피점/카페,Q12A01,커피전문점/카페/다방,화정3동,126.878060058452,35.1411587914828,서구 화정동
광주광역시,서구,새곰달곰,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.883690273699,35.1475295218549,서구 화정동
광주광역시,서구,씨이드,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.866090656881,35.124344655241,서구 화정동
광주광역시,서구,한입까까,커피점/카페,Q12A01,커피전문점/카페/다방,화정3동,126.878854789372,35.143221312145,서구 화정동
광주광역시,서구,메가엠지씨커피,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.881763986388,35.1230750906689,서구 화정동
광주광역시,서구,달달한온도,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.883980019716,35.1238887401675,서구 화정동
광주광역시,서구,메가엠지씨커피,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.882559873424,35.1419124675424,서구 화정동
광주광역시,서구,커피테일,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.878194669089,35.1257462793427,서구 화정동
광주광역시,서구,나,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.864803654942,35.143559211557,서구 화정동
광주광역시,서구,더벤티,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.875967344363,35.1393276073175,서구 화정동
광주광역시,서구,카페툐,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.882276813056,35.141747606974,서구 화정동
